fixed;mrph;fName;id;ref;PoS;cls;gD;lm;std;tx;tofix
;l.pl.;Bibelstellen;LK_2;Lukas 2.16;sf.pl.;;Krippe;ꙗсли ;ꙗ́сльхъ ;ѣслехъ, ;std
mrph;l.pl.;Bibelstellen;LK_2;Lukas 2.16;sf.pl.;;Krippe;ꙗсли ;ꙗ́сльхъ ;ѣслехъ, ;
lm;l.pl.;Bibelstellen;LK_2;Lukas 2.16;sf.pl.;;Krippe;ꙗсли;ꙗ́сльхъ ;ѣслехъ, ;
PoS;l.pl.;Bibelstellen;LK_2;Lukas 2.16;sf.pl.;;Krippe;ꙗсли;ꙗ́сльхъ ;ѣслехъ, ;
;l.pl.;Bibelstellen;LK_2;Lukas 2.16;sf.pl.;;Krippe;ꙗсли;ꙗ́сльхъ ;ѣслехъ, ;cls
gD;l.pl.;Bibelstellen;LK_2;Lukas 2.16;sf.pl.;;Krippe;ꙗсли;ꙗ́сльхъ ;ѣслехъ, ;
mrph;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sitzen;сидѣти;сидѣ́въше;сидѣвъше;
PoS;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sitzen;сидѣти;сидѣ́въше;сидѣвъше;
;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sitzen;сидѣти;сидѣ́въше;сидѣвъше;cls
gD;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sitzen;сидѣти;сидѣ́въше;сидѣвъше;
mrph;$;Bibelstellen;LK_2;Lukas 2.17;part.;;же;же;же;же;
PoS;$;Bibelstellen;LK_2;Lukas 2.17;part.;;же;же;же;же;
cls;$;Bibelstellen;LK_2;Lukas 2.17;part.;$;же;же;же;же;
mrph;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sagen;съказати;съказа́шѧ;ськазашѧ;
PoS;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sagen;съказати;съказа́шѧ;ськазашѧ;
;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sagen;съказати;съказа́шѧ;ськазашѧ;cls
gD;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sagen;съказати;съказа́шѧ;ськазашѧ;
mrph;$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о;
;$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о;PoS
;$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о;cls
;$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о;gD
;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sm.;;Wort;глаголъ ;глаго́лѣ ;глѣ, ;std
mrph;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sm.;;Wort;глаголъ ;глаго́лѣ ;глѣ, ;
lm;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sm.;;Wort;глаголъ;глаго́лѣ ;глѣ, ;
PoS;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sm.;;Wort;глаголъ;глаго́лѣ ;глѣ, ;
cls;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sm.;a;Wort;глаголъ;глаго́лѣ ;глѣ, ;
gD;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sm.;a;Wort;глаголъ;глаго́лѣ ;глѣ, ;
mrph;prc.prt.pass.l.sg.m.em.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sprechen;глаголати;глаго́ланѣмъ;гланѣмь;
PoS;prc.prt.pass.l.sg.m.em.;Bibelstellen;LK_2;Lukas 2.17;vb.;;sprechen;глаголати;глаго́ланѣмъ;гланѣмь;
cls;prc.prt.pass.l.sg.m.em.;Bibelstellen;LK_2;Lukas 2.17;vb.;a;sprechen;глаголати;глаго́ланѣмъ;гланѣмь;
gD;prc.prt.pass.l.sg.m.em.;Bibelstellen;LK_2;Lukas 2.17;vb.;a;sprechen;глаголати;глаго́ланѣмъ;гланѣмь;
mrph;$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о;
;$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о;PoS
;$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о;cls
;$;Bibelstellen;LK_2;Lukas 2.17;prp.;;über;о;о;о;gD
mrph;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sn.;;Kind;отрочѧ;отрочѧ́те;отрочѧті;
PoS;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sn.;;Kind;отрочѧ;отрочѧ́те;отрочѧті;
;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sn.;;Kind;отрочѧ;отрочѧ́те;отрочѧті;cls
gD;l.sg.;Bibelstellen;LK_2;Lukas 2.17;sn.;;Kind;отрочѧ;отрочѧ́те;отрочѧті;
;l.sg.n.;Bibelstellen;LK_2;Lukas 2.17;pron.;;diese(r,s);сь ;семь ;семъ, ;std
;l.sg.n.;Bibelstellen;LK_2;Lukas 2.17;pron.;;diese(r,s);сь ;семь ;семъ, ;mrph
;l.sg.n.;Bibelstellen;LK_2;Lukas 2.17;pron.;;diese(r,s);сь ;семь ;семъ, ;lm
PoS;l.sg.n.;Bibelstellen;LK_2;Lukas 2.17;pron.;;diese(r,s);сь ;семь ;семъ, ;
cls;l.sg.n.;Bibelstellen;LK_2;Lukas 2.17;pron.;$;diese(r,s);сь ;семь ;семъ, ;
gD;l.sg.n.;Bibelstellen;LK_2;Lukas 2.17;pron.;$;diese(r,s);сь ;семь ;семъ, ;
;$;Bibelstellen;LK_2;Lukas 2.18;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.18;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.18;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.18;prn.;$;und;и;и;и;gD
;n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;;all,ganz;вьсь;вьси́;въсі;mrph
;n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;;all,ganz;вьсь;вьси́;въсі;PoS
;n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;;all,ganz;вьсь;вьси́;въсі;cls
;n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;;all,ganz;вьсь;вьси́;въсі;gD
mrph;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;vb.;;hören;слꙑшати;слꙑ́шавъше;слꙑшавъше;
PoS;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;vb.ip.;;hören;слꙑшати;слꙑ́шавъше;слꙑшавъше;
cls;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;vb.ip.;a;hören;слꙑшати;слꙑ́шавъше;слꙑшавъше;
gD;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.18;vb.ip.;a;hören;слꙑшати;слꙑ́шавъше;слꙑшавъше;
mrph;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.18;vb.;;wundern;дивити;диви́шѧ;дівішѧ;
PoS;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.18;vb.;;wundern;дивити;диви́шѧ;дівішѧ;
;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.18;vb.;;wundern;дивити;диви́шѧ;дівішѧ;cls
gD;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.18;vb.;;wundern;дивити;диви́шѧ;дівішѧ;
;a.sg.;Bibelstellen;LK_2;Lukas 2.18;prn.;;refl.;сѧ ;сѧ ;сѧ, ;std
mrph;a.;Bibelstellen;LK_2;Lukas 2.18;prn.;;refl.;сѧ ;сѧ ;сѧ, ;
lm;a.;Bibelstellen;LK_2;Lukas 2.18;prn.;;refl.;сѧ;сѧ ;сѧ, ;
PoS;a.;Bibelstellen;LK_2;Lukas 2.18;prn.;;refl.;сѧ;сѧ ;сѧ, ;
cls;a.;Bibelstellen;LK_2;Lukas 2.18;prn.;$;refl.;сѧ;сѧ ;сѧ, ;
mrph;$;Bibelstellen;LK_2;Lukas 2.18;prp.;;über;о;о;о;
;$;Bibelstellen;LK_2;Lukas 2.18;prp.;;über;о;о;о;PoS
;$;Bibelstellen;LK_2;Lukas 2.18;prp.;;über;о;о;о;cls
;$;Bibelstellen;LK_2;Lukas 2.18;prp.;;über;о;о;о;gD
mrph;prc.prt.pass.l.pl.n.em.;Bibelstellen;LK_2;Lukas 2.18;vb.;;sprechen;глаголати;глаго́ланъихъ;гланꙑихъ;
PoS;prc.prt.pass.l.pl.n.em.;Bibelstellen;LK_2;Lukas 2.18;vb.;;sprechen;глаголати;глаго́ланъихъ;гланꙑихъ;
cls;prc.prt.pass.l.pl.n.em.;Bibelstellen;LK_2;Lukas 2.18;vb.;a;sprechen;глаголати;глаго́ланъихъ;гланꙑихъ;
gD;prc.prt.pass.l.pl.n.em.;Bibelstellen;LK_2;Lukas 2.18;vb.;a;sprechen;глаголати;глаго́ланъихъ;гланꙑихъ;
mrph;$;Bibelstellen;LK_2;Lukas 2.18;prp.;;von;отъ;отъ;отъ;
PoS;$;Bibelstellen;LK_2;Lukas 2.18;prp.;;von;отъ;отъ;отъ;
cls;$;Bibelstellen;LK_2;Lukas 2.18;prp.;$;von;отъ;отъ;отъ;
gD;$;Bibelstellen;LK_2;Lukas 2.18;prp.;$;von;отъ;отъ;отъ;
mrph;g.pl.;Bibelstellen;LK_2;Lukas 2.18;sm.;;Schäfer;пастꙑрь;па́стꙑрь;пастъирь;
PoS;g.pl.;Bibelstellen;LK_2;Lukas 2.18;sm.;;Schäfer;пастꙑрь;па́стꙑрь;пастъирь;
;g.pl.;Bibelstellen;LK_2;Lukas 2.18;sm.;;Schäfer;пастꙑрь;па́стꙑрь;пастъирь;cls
gD;g.pl.;Bibelstellen;LK_2;Lukas 2.18;sm.;;Schäfer;пастꙑрь;па́стꙑрь;пастъирь;
mrph;$;Bibelstellen;LK_2;Lukas 2.18;prp.;;zu;къ;къ;кь;
PoS;$;Bibelstellen;LK_2;Lukas 2.18;prp.;;zu;къ;къ;кь;
cls;$;Bibelstellen;LK_2;Lukas 2.18;prp.;$;zu;къ;къ;кь;
gD;$;Bibelstellen;LK_2;Lukas 2.18;prp.;$;zu;къ;къ;кь;
;d.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;;er,sie,es;и ;нимъ ;німъ, ;std
;d.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;;er,sie,es;и ;нимъ ;німъ, ;mrph
;d.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;;er,sie,es;и ;нимъ ;німъ, ;lm
PoS;d.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;;er,sie,es;и ;нимъ ;німъ, ;
cls;d.pl.m.;Bibelstellen;LK_2;Lukas 2.18;prn.;$;er,sie,es;и ;нимъ ;німъ, ;
mrph;n.sg.;Bibelstellen;LK_2;Lukas 2.19;sf.npr.;;Maria;Мариꙗ;Мари́ꙗ;маріѣ;
PoS;n.sg.;Bibelstellen;LK_2;Lukas 2.19;sf.npr.;;Maria;Мариꙗ;Мари́ꙗ;маріѣ;
;n.sg.;Bibelstellen;LK_2;Lukas 2.19;sf.npr.;;Maria;Мариꙗ;Мари́ꙗ;маріѣ;cls
gD;n.sg.;Bibelstellen;LK_2;Lukas 2.19;sf.npr.;;Maria;Мариꙗ;Мари́ꙗ;маріѣ;
mrph;$;Bibelstellen;LK_2;Lukas 2.19;part.;;же;же;же;же;
PoS;$;Bibelstellen;LK_2;Lukas 2.19;part.;;же;же;же;же;
cls;$;Bibelstellen;LK_2;Lukas 2.19;part.;$;же;же;же;же;
mrph;a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;prn.;;all,ganz;вьсь;вьсѧ́;вьсѧ;
;a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;prn.;;all,ganz;вьсь;вьсѧ́;вьсѧ;PoS
;a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;prn.;;all,ganz;вьсь;вьсѧ́;вьсѧ;cls
;a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;prn.;;all,ganz;вьсь;вьсѧ́;вьсѧ;gD
mrph;3.sg.impf.;Bibelstellen;LK_2;Lukas 2.19;vb.;;behüten;съблюдати;съблюда́аше;съблюдааше;
PoS;3.sg.impf.;Bibelstellen;LK_2;Lukas 2.19;vb.;;behüten;съблюдати;съблюда́аше;съблюдааше;
;3.sg.impf.;Bibelstellen;LK_2;Lukas 2.19;vb.;;behüten;съблюдати;съблюда́аше;съблюдааше;cls
gD;3.sg.impf.;Bibelstellen;LK_2;Lukas 2.19;vb.;;behüten;съблюдати;съблюда́аше;съблюдааше;
PoS;a.pl.;Bibelstellen;LK_2;Lukas 2.19;sm.;;Wort;глаголъ;глаго́лꙑ;глꙑ;
cls;a.pl.;Bibelstellen;LK_2;Lukas 2.19;sm.;a;Wort;глаголъ;глаго́лꙑ;глꙑ;
gD;a.pl.;Bibelstellen;LK_2;Lukas 2.19;sm.;a;Wort;глаголъ;глаго́лꙑ;глꙑ;
std;a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;pron.;;diese(r,s);сь ;си́и;сіи ;
lm;a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;pron.;;diese(r,s);сь;си́и;сіи ;
PoS;a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;pron.;;diese(r,s);сь;си́и;сіи ;
cls;a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;pron.;$;diese(r,s);сь;си́и;сіи ;
gD;a.pl.m.;Bibelstellen;LK_2;Lukas 2.19;pron.;$;diese(r,s);сь;си́и;сіи ;
mrph;$;Bibelstellen;LK_2;Lukas 2.19;prp.;;in;въ;въ;въ;
PoS;$;Bibelstellen;LK_2;Lukas 2.19;prp.;;in;въ;въ;въ;
cls;$;Bibelstellen;LK_2;Lukas 2.19;prp.;$;in;въ;въ;въ;
gD;$;Bibelstellen;LK_2;Lukas 2.19;prp.;$;in;въ;въ;въ;
mrph;l.sg.;Bibelstellen;LK_2;Lukas 2.19;sn.;;Herz;срьдьце;срь́дьци;срдци;
PoS;l.sg.;Bibelstellen;LK_2;Lukas 2.19;sn.;;Herz;срьдьце;срь́дьци;срдци;
cls;l.sg.;Bibelstellen;LK_2;Lukas 2.19;sn.;c/b;Herz;срьдьце;срь́дьци;срдци;
gD;l.sg.;Bibelstellen;LK_2;Lukas 2.19;sn.;c/b;Herz;срьдьце;срь́дьци;срдци;
;l.sg.n.;Bibelstellen;LK_2;Lukas 2.19;prn.;;sein,eigene(r,s);свои ;своѥ́мь ;своімъ, ;std
;l.sg.n.;Bibelstellen;LK_2;Lukas 2.19;prn.;;sein,eigene(r,s);свои ;своѥ́мь ;своімъ, ;mrph
lm;l.sg.n.;Bibelstellen;LK_2;Lukas 2.19;prn.;;sein,eigene(r,s);свои;своѥ́мь ;своімъ, ;
PoS;l.sg.n.;Bibelstellen;LK_2;Lukas 2.19;prn.;;sein,eigene(r,s);свои;своѥ́мь ;своімъ, ;
cls;l.sg.n.;Bibelstellen;LK_2;Lukas 2.19;prn.;$;sein,eigene(r,s);свои;своѥ́мь ;своімъ, ;
gD;l.sg.n.;Bibelstellen;LK_2;Lukas 2.19;prn.;$;sein,eigene(r,s);свои;своѥ́мь ;своімъ, ;
;$;Bibelstellen;LK_2;Lukas 2.20;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.20;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.20;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.20;prn.;$;und;и;и;и;gD
mrph;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.;;zurückkehren;възвратити;възврати́шѧ;възвратішѧ;
PoS;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.;;zurückkehren;възвратити;възврати́шѧ;възвратішѧ;
;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.;;zurückkehren;възвратити;възврати́шѧ;възвратішѧ;cls
gD;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.;;zurückkehren;възвратити;възврати́шѧ;възвратішѧ;
mrph;a.;Bibelstellen;LK_2;Lukas 2.20;prn.;;refl.;сѧ;сѧ;сѧ;
PoS;a.;Bibelstellen;LK_2;Lukas 2.20;prn.;;refl.;сѧ;сѧ;сѧ;
cls;a.;Bibelstellen;LK_2;Lukas 2.20;prn.;$;refl.;сѧ;сѧ;сѧ;
;n.pl.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастꙑрі,;std
mrph;n.pl.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастꙑрі,;
PoS;n.pl.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастꙑрі,;
;n.pl.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастꙑрі,;cls
gD;n.pl.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастꙑрі,;
mrph;prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;славити;сла́вѧще;славѧште;
PoS;prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;славити;сла́вѧще;славѧште;
;prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;славити;сла́вѧще;славѧште;cls
gD;prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;славити;сла́вѧще;славѧште;
;$;Bibelstellen;LK_2;Lukas 2.20;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.20;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.20;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.20;prn.;$;und;и;и;и;gD
mrph;prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;хвалити;хвалѧ́ще;хвалѧште;
PoS;prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;хвалити;хвалѧ́ще;хвалѧште;
;prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;хвалити;хвалѧ́ще;хвалѧште;cls
gD;prc.prs.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.20;vb.;;preisen;хвалити;хвалѧ́ще;хвалѧште;
;a.sg.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Gott;богъ ;бо́га ;ба, ;std
mrph;g.sg.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Gott;богъ ;бо́га ;ба, ;
lm;g.sg.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Gott;богъ;бо́га ;ба, ;
PoS;g.sg.;Bibelstellen;LK_2;Lukas 2.20;sm.;;Gott;богъ;бо́га ;ба, ;
cls;g.sg.;Bibelstellen;LK_2;Lukas 2.20;sm.;c;Gott;богъ;бо́га ;ба, ;
gD;g.sg.;Bibelstellen;LK_2;Lukas 2.20;sm.;c;Gott;богъ;бо́га ;ба, ;
mrph;$;Bibelstellen;LK_2;Lukas 2.20;prp.;;über;о;о;о;
;$;Bibelstellen;LK_2;Lukas 2.20;prp.;;über;о;о;о;PoS
;$;Bibelstellen;LK_2;Lukas 2.20;prp.;;über;о;о;о;cls
;$;Bibelstellen;LK_2;Lukas 2.20;prp.;;über;о;о;о;gD
;l.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;;all,ganz;вьсь;вьсѣ́хъ;всѣхъ;mrph
;l.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;;all,ganz;вьсь;вьсѣ́хъ;всѣхъ;PoS
;l.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;;all,ganz;вьсь;вьсѣ́хъ;всѣхъ;cls
;l.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;;all,ganz;вьсь;вьсѣ́хъ;всѣхъ;gD
;n.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;;rel.prn.;и;ꙗ;+ѣже;std
;n.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;;rel.prn.;и;ꙗ;+ѣже;mrph
PoS;n.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;;rel.prn.;и;ꙗ;+ѣже;
cls;n.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;$;rel.prn.;и;ꙗ;+ѣже;
;n.pl.n.;Bibelstellen;LK_2;Lukas 2.20;prn.;$;rel.prn.;и;ꙗ;+ѣже;gD
mrph;$;Bibelstellen;LK_2;Lukas 2.20;part.;;же;же;же;ѣже;
PoS;$;Bibelstellen;LK_2;Lukas 2.20;part.;;же;же;же;ѣже;
cls;$;Bibelstellen;LK_2;Lukas 2.20;part.;$;же;же;же;ѣже;
mrph;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.;;hören;слꙑшати;слꙑ́шашѧ;слꙑшашѧ;
PoS;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.ip.;;hören;слꙑшати;слꙑ́шашѧ;слꙑшашѧ;
cls;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.ip.;a;hören;слꙑшати;слꙑ́шашѧ;слꙑшашѧ;
gD;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.ip.;a;hören;слꙑшати;слꙑ́шашѧ;слꙑшашѧ;
;$;Bibelstellen;LK_2;Lukas 2.20;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.20;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.20;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.20;prn.;$;und;и;и;и;gD
;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.;;sehen;видѣти ;ви́дѣшѧ ;відѣшѧ, ;std
mrph;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.;;sehen;видѣти ;ви́дѣшѧ ;відѣшѧ, ;
lm;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.;;sehen;видѣти;ви́дѣшѧ ;відѣшѧ, ;
PoS;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.im.;;sehen;видѣти;ви́дѣшѧ ;відѣшѧ, ;
cls;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.im.;a;sehen;видѣти;ви́дѣшѧ ;відѣшѧ, ;
gD;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.20;vb.im.;a;sehen;видѣти;ви́дѣшѧ ;відѣшѧ, ;
;$;Bibelstellen;LK_2;Lukas 2.20;adv.;;wie;ꙗко;ꙗ́ко;+ѣкоже;std
mrph;$;Bibelstellen;LK_2;Lukas 2.20;adv.;;wie;ꙗко;ꙗ́ко;+ѣкоже;
PoS;$;Bibelstellen;LK_2;Lukas 2.20;adv.;;wie;ꙗко;ꙗ́ко;+ѣкоже;
cls;$;Bibelstellen;LK_2;Lukas 2.20;adv.;$;wie;ꙗко;ꙗ́ко;+ѣкоже;
mrph;$;Bibelstellen;LK_2;Lukas 2.20;part.;;же;же;же;ѣкоже;
PoS;$;Bibelstellen;LK_2;Lukas 2.20;part.;;же;же;же;ѣкоже;
cls;$;Bibelstellen;LK_2;Lukas 2.20;part.;$;же;же;же;ѣкоже;
mrph;prc.prt.pass.n.sg.n.;Bibelstellen;LK_2;Lukas 2.20;vb.;;sprechen;глаголати;глаго́лано;глано;
PoS;prc.prt.pass.n.sg.n.;Bibelstellen;LK_2;Lukas 2.20;vb.;;sprechen;глаголати;глаго́лано;глано;
cls;prc.prt.pass.n.sg.n.;Bibelstellen;LK_2;Lukas 2.20;vb.;a;sprechen;глаголати;глаго́лано;глано;
gD;prc.prt.pass.n.sg.n.;Bibelstellen;LK_2;Lukas 2.20;vb.;a;sprechen;глаголати;глаго́лано;глано;
;3.sg.aor.perf.;Bibelstellen;LK_2;Lukas 2.20;vb.;;sein;бꙑти;бꙑ́стъ;бъисть;mrph
PoS;3.sg.aor.perf.;Bibelstellen;LK_2;Lukas 2.20;vb.im.;;sein;бꙑти;бꙑ́стъ;бъисть;
cls;3.sg.aor.perf.;Bibelstellen;LK_2;Lukas 2.20;vb.im.;a;sein;бꙑти;бꙑ́стъ;бъисть;
gD;3.sg.aor.perf.;Bibelstellen;LK_2;Lukas 2.20;vb.im.;a;sein;бꙑти;бꙑ́стъ;бъисть;
mrph;$;Bibelstellen;LK_2;Lukas 2.20;prp.;;zu;къ;къ;кь;
PoS;$;Bibelstellen;LK_2;Lukas 2.20;prp.;;zu;къ;къ;кь;
cls;$;Bibelstellen;LK_2;Lukas 2.20;prp.;$;zu;къ;къ;кь;
gD;$;Bibelstellen;LK_2;Lukas 2.20;prp.;$;zu;къ;къ;кь;
std;d.pl.m.;Bibelstellen;LK_2;Lukas 2.20;prn.;;er,sie,es;и ;н҄и́мъ;нимъ ;
mrph;d.pl.m.;Bibelstellen;LK_2;Lukas 2.20;prn.;;er,sie,es;и ;н҄и́мъ;нимъ ;
lm;d.pl.m.;Bibelstellen;LK_2;Lukas 2.20;prn.;;er,sie,es;и;н҄и́мъ;нимъ ;
PoS;d.pl.m.;Bibelstellen;LK_2;Lukas 2.20;prn.;;er,sie,es;и;н҄и́мъ;нимъ ;
cls;d.pl.m.;Bibelstellen;LK_2;Lukas 2.20;prn.;$;er,sie,es;и;н҄и́мъ;нимъ ;
mrph;n.sg.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;sf.;;Woche;недѣл҄ꙗ;недѣ́л҄ꙗ;неꚞ;
PoS;n.sg.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;sf.;;Woche;недѣл҄ꙗ;недѣ́л҄ꙗ;неꚞ;
cls;n.sg.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;sf.;a;Woche;недѣл҄ꙗ;недѣ́л҄ꙗ;неꚞ;
gD;n.sg.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;sf.;a;Sonntag;недѣл҄ꙗ;недѣ́л҄ꙗ;неꚞ;
mrph;n.sg.f.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.num.ord.;;siebter;седьмъ;седьма́ꙗ;ж҃;
PoS;n.sg.f.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.num.ord.;;siebter;седьмъ;седьма́ꙗ;ж҃;
;n.sg.f.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.num.ord.;;siebter;седьмъ;седьма́ꙗ;ж҃;cls
gD;n.sg.f.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.num.ord.;;siebter;седьмъ;седьма́ꙗ;ж҃;
mrph;g.sg.n.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.;;neu;новъ;но́ваѥго;ноⷡ;
PoS;g.sg.n.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.;;neu;новъ;но́ваѥго;ноⷡ;
;g.sg.n.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.;;neu;новъ;но́ваѥго;ноⷡ;cls
gD;g.sg.n.em.;Bibelstellen;LK_8;Lukas 8 (As) Überschrift;adj.;;neu;новъ;но́ваѥго;ноⷡ;
